"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0097485","neuron projection guidance","11/90","239/18805",0.0460251046025105,9.61668991166899,9.29676176316806,1.91058392657154e-08,4.65314030844105e-06,3.06790414237995e-06,"NTN1/EPHB2/CXCL12/ECE1/NOTCH1/NOTCH2/CNTN1/CNTN6/NEO1/SEMA3G/SEMA4D",11
"GO:0010720","positive regulation of cell development","14/90","447/18805",0.0313199105145414,6.54412130251056,8.22669247151072,2.61372335856855e-08,5.03384386276012e-06,3.31890925589339e-06,"MDK/CRABP2/NTN1/EPHB2/CXCL12/CDH5/NOTCH1/AMIGO1/IL6/CSF1/NOTCH2/SIRT2/IL12B/SEMA4D",14
"GO:0010975","regulation of neuron projection development","14/90","448/18805",0.03125,6.52951388888889,8.21441360984059,2.68771462035328e-08,5.03384386276012e-06,3.31890925589339e-06,"MDK/EPO/SFRP1/CRABP2/NTN1/RTN4RL1/EPHB2/SPP1/CXCL12/AMIGO1/CNTN1/NEO1/SEMA3G/SEMA4D",14
"GO:0032102","negative regulation of response to external stimulus","14/90","448/18805",0.03125,6.52951388888889,8.21441360984059,2.68771462035328e-08,5.03384386276012e-06,3.31890925589339e-06,"SAA1/HGF/MDK/KLKB1/RTN4RL1/SPP1/CDH5/NOTCH1/SERPINF2/CD109/PLG/IL12B/APOA1/NEO1",14
"GO:1903035","negative regulation of response to wounding","8/90","101/18805",0.0792079207920792,16.5500550055005,10.8661783717814,2.8185016028892e-08,5.03384386276012e-06,3.31890925589339e-06,"MDK/KLKB1/RTN4RL1/SPP1/SERPINF2/CD109/PLG/NEO1",8
"GO:0007162","negative regulation of cell adhesion","12/90","312/18805",0.0384615384615385,8.03632478632479,8.69102401703439,3.03850203092893e-08,5.08759183803663e-06,3.35434632098602e-06,"FGL1/MDK/GPNMB/EPHB2/CXCL12/PLA2G2A/NOTCH1/PLG/POSTN/COL1A1/APOA1/SEMA4D",12
"GO:0050921","positive regulation of chemotaxis","9/90","146/18805",0.0616438356164384,12.8801369863014,9.99321322836444,3.31090694486406e-08,5.21759982664166e-06,3.44006306717146e-06,"THBS4/LBP/MDK/KDR/CXCL12/CCL7/IL6/CSF1/SMOC2",9
"GO:0002526","acute inflammatory response","8/90","111/18805",0.0720720720720721,15.0590590590591,10.3019179304656,5.92312035894287e-08,8.81557746755997e-06,5.8122783405299e-06,"SAA1/LBP/EPO/KLKB1/TFRC/CRP/IL6/SERPINF2",8
"GO:0030198","extracellular matrix organization","12/90","339/18805",0.0353982300884956,7.39626352015733,8.24121495040494,7.53946004349819e-08,1.02540759257025e-05,6.76070780665557e-06,"SMOC1/MIA/AGT/COL10A1/PLOD3/NOTCH1/IL6/SERPINF2/SMOC2/PLG/POSTN/COL1A1",12
"GO:0043062","extracellular structure organization","12/90","340/18805",0.0352941176470588,7.37450980392157,8.2255141950689,7.78511426508771e-08,1.02540759257025e-05,6.76070780665557e-06,"SMOC1/MIA/AGT/COL10A1/PLOD3/NOTCH1/IL6/SERPINF2/SMOC2/PLG/POSTN/COL1A1",12
"GO:0045229","external encapsulating structure organization","12/90","341/18805",0.0351906158357771,7.35288367546432,8.20987712623453,8.0379094602371e-08,1.02540759257025e-05,6.76070780665557e-06,"SMOC1/MIA/AGT/COL10A1/PLOD3/NOTCH1/IL6/SERPINF2/SMOC2/PLG/POSTN/COL1A1",12
"GO:0050920","regulation of chemotaxis","10/90","217/18805",0.0460829493087558,9.62877624167947,8.86572390495728,8.70704514011296e-08,1.0602806331983e-05,6.99063241392802e-06,"THBS4/LBP/MDK/KDR/CXCL12/NOTCH1/CCL7/IL6/CSF1/SMOC2",10
"GO:0061383","trabecula morphogenesis","6/90","48/18805",0.125,26.1180555555556,12.0830453756479,1.05976953384702e-07,1.2344011222505e-05,8.1386420036398e-06,"THBS3/SFRP1/RBP4/NOTCH1/COL1A1/SEMA4D",6
"GO:0030510","regulation of BMP signaling pathway","8/90","124/18805",0.0645161290322581,13.4802867383513,9.66911679357621,1.40414568171073e-07,1.56737761720961e-05,1.03340195346957e-05,"SFRP4/SFRP1/HTRA1/KDR/CDH5/NOTCH1/NOTCH2/NEO1",8
"GO:0097529","myeloid leukocyte migration","10/90","237/18805",0.0421940928270042,8.81622128457571,8.39730477077155,1.98061263656987e-07,2.04343847882341e-05,1.34727795817987e-05,"SAA1/THBS4/LBP/MDK/PRTN3/CCL22/CXCL12/CCL7/IL6/CSF1",10
"GO:0050767","regulation of neurogenesis","12/90","372/18805",0.032258064516129,6.74014336917563,7.75439033405299,2.05899916260924e-07,2.04343847882341e-05,1.34727795817987e-05,"MDK/CRABP2/NTN1/EPHB2/SPP1/CXCL12/NOTCH1/AMIGO1/IL6/SIRT2/SEMA3G/SEMA4D",12
"GO:0060560","developmental growth involved in morphogenesis","10/90","238/18805",0.0420168067226891,8.77917833800187,8.37534677840654,2.05945647361822e-07,2.04343847882341e-05,1.34727795817987e-05,"SFRP1/CRABP2/NTN1/SPP1/CXCL12/NOTCH1/CSF1/POSTN/SEMA3G/SEMA4D",10
"GO:0051960","regulation of nervous system development","13/90","454/18805",0.0286343612334802,5.98299069995105,7.45314543311806,2.41940464384923e-07,2.31485180031146e-05,1.52622593698459e-05,"MDK/CRABP2/NTN1/EPHB2/CBLN2/SPP1/CXCL12/NOTCH1/AMIGO1/IL6/SIRT2/SEMA3G/SEMA4D",13
"GO:0006959","humoral immune response","11/90","309/18805",0.0355987055016181,7.43815174397699,7.913215630619,2.59181996918349e-07,2.39430541291123e-05,1.57861121898e-05,"C1S/C9/PRTN3/CCL22/CXCL12/C6/NOTCH1/CCL7/IL6/NOTCH2/CR2",11
"GO:0090287","regulation of cellular response to growth factor stimulus","12/90","384/18805",0.03125,6.52951388888889,7.59184660358308,2.89329696923451e-07,2.58371419352642e-05,1.70349204013176e-05,"SFRP4/SFRP1/HTRA1/KDR/AGT/CDH5/NOTCH1/NOTCH2/CD109/SMOC2/IL12B/NEO1",12
"GO:0033273","response to vitamin","7/90","94/18805",0.074468085106383,15.5596926713948,9.8133908320307,3.31412965331363e-07,2.86404946491201e-05,1.88832243064865e-05,"EPO/SFRP1/SOD2/SPP1/BCHE/POSTN/COL1A1",7
"GO:0002690","positive regulation of leukocyte chemotaxis","7/90","96/18805",0.0729166666666667,15.2355324074074,9.69695775569699,3.8294315390272e-07,3.20595221657933e-05,2.11374543502883e-05,"THBS4/LBP/MDK/CXCL12/CCL7/IL6/CSF1",7
"GO:0050770","regulation of axonogenesis","8/90","143/18805",0.0559440559440559,11.6891996891997,8.89786017598567,4.20942554898228e-07,3.4172881956738e-05,2.25308327629737e-05,"CRABP2/NTN1/EPHB2/SPP1/CXCL12/AMIGO1/SEMA3G/SEMA4D",8
"GO:0061430","bone trabecula morphogenesis","4/90","14/18805",0.285714285714286,59.6984126984127,15.2358570476834,4.73369142745461e-07,3.72987039239732e-05,2.45917467964979e-05,"THBS3/SFRP1/COL1A1/SEMA4D",4
"GO:0050673","epithelial cell proliferation","13/90","488/18805",0.0266393442622951,5.56614298724954,7.08734714926321,5.4920171531254e-07,4.11827674402283e-05,2.71525839432244e-05,"THBS4/HGF/FGL1/MDK/SFRP1/KDR/CXCL12/NOTCH1/IL6/NOTCH2/CD109/IL12B/APOA1",13
"GO:0031099","regeneration","9/90","203/18805",0.0443349753694581,9.26354679802956,8.20892239761542,5.53407849140806e-07,4.11827674402283e-05,2.71525839432244e-05,"MDK/RTN4RL1/SPP1/CXCL12/APOA4/NOTCH1/IL6/POSTN/NEO1",9
"GO:0097530","granulocyte migration","8/90","149/18805",0.0536912751677852,11.2184936614467,8.68404784996159,5.76039048549924e-07,4.17083408396012e-05,2.74991045083008e-05,"SAA1/THBS4/LBP/MDK/PRTN3/CCL22/CCL7/CSF1",8
"GO:0070663","regulation of leukocyte proliferation","10/90","273/18805",0.0366300366300366,7.65364265364265,7.67946756709431,7.26572805512866e-07,5.12233827886571e-05,3.3772553120515e-05,"GPNMB/EPO/EPHB2/TFRC/PLA2G2A/CRP/IL6/CSF1/IL12B/IL5RA",10
"GO:0070661","leukocyte proliferation","11/90","344/18805",0.0319767441860465,6.68136304909561,7.37489111644963,7.50246746767163e-07,5.15361803740828e-05,3.39787865337463e-05,"GPNMB/EPO/EPHB2/TFRC/PLA2G2A/CRP/IL6/CSF1/IL12B/CR2/IL5RA",11
"GO:0051057","positive regulation of small GTPase mediated signal transduction","6/90","68/18805",0.0882352941176471,18.4362745098039,9.98871417295893,8.75533231186749e-07,5.86388381587325e-05,3.86617042613517e-05,"EPO/NOTCH1/CSF1/NOTCH2/APOA1/SEMA4D",6
"GO:0051962","positive regulation of nervous system development","10/90","285/18805",0.0350877192982456,7.33138401559454,7.46882105863149,1.07376322814741e-06,6.81680264237267e-05,4.49444798094393e-05,"MDK/CRABP2/NTN1/EPHB2/CBLN2/CXCL12/NOTCH1/AMIGO1/IL6/SEMA4D",10
"GO:0032963","collagen metabolic process","7/90","112/18805",0.0625,13.0590277777778,8.87632640889272,1.09414898701764e-06,6.81680264237267e-05,4.49444798094393e-05,"PRTN3/PCOLCE/PLOD3/NOTCH1/IL6/SERPINF2/COL1A1",7
"GO:1901890","positive regulation of cell junction assembly","7/90","112/18805",0.0625,13.0590277777778,8.87632640889272,1.09414898701764e-06,6.81680264237267e-05,4.49444798094393e-05,"SFRP1/KDR/EPHB2/AGT/CBLN2/AMIGO1/SEMA4D",7
"GO:0031589","cell-substrate adhesion","11/90","361/18805",0.0304709141274238,6.36672822406894,7.13981743824212,1.20306521541787e-06,7.32502661841928e-05,4.8295297403617e-05,"ACTN2/THBS3/MDK/SFRP1/KDR/NOTCH1/CSF1/PLG/POSTN/COL1A1/APOA1",11
"GO:0010810","regulation of cell-substrate adhesion","9/90","224/18805",0.0401785714285714,8.39508928571429,7.72119195754319,1.25819338307646e-06,7.44857223029513e-05,4.91098571832979e-05,"MDK/SFRP1/KDR/NOTCH1/CSF1/PLG/POSTN/COL1A1/APOA1",9
"GO:0050727","regulation of inflammatory response","12/90","442/18805",0.0271493212669683,5.67269984917044,6.8937997325082,1.27896350352212e-06,7.44857223029513e-05,4.91098571832979e-05,"SAA1/LBP/HGF/MDK/KLKB1/IL1RL1/AGT/CDH5/PLA2G2A/IL6/IL12B/APOA1",12
"GO:0046579","positive regulation of Ras protein signal transduction","4/90","18/18805",0.222222222222222,46.4320987654321,13.3727829243012,1.42602348544296e-06,8.12833386702486e-05,5.35916552871956e-05,"EPO/NOTCH1/CSF1/NOTCH2",4
"GO:0030513","positive regulation of BMP signaling pathway","5/90","41/18805",0.121951219512195,25.4810298102981,10.8820410339837,1.46810585465548e-06,8.16731312916658e-05,5.38486529959785e-05,"KDR/CDH5/NOTCH1/NOTCH2/NEO1",5
"GO:0007584","response to nutrient","8/90","169/18805",0.0473372781065089,9.89086127547666,8.05123115523551,1.49383480152729e-06,8.16731312916658e-05,5.38486529959785e-05,"EPO/SFRP1/SOD2/TFRC/SPP1/BCHE/POSTN/COL1A1",8
"GO:0030595","leukocyte chemotaxis","9/90","234/18805",0.0384615384615385,8.03632478632479,7.5108246269952,1.80558877612928e-06,9.48465162990264e-05,6.25341169524239e-05,"SAA1/THBS4/LBP/MDK/CCL22/CXCL12/CCL7/IL6/CSF1",9
"GO:0050769","positive regulation of neurogenesis","9/90","234/18805",0.0384615384615385,8.03632478632479,7.5108246269952,1.80558877612928e-06,9.48465162990264e-05,6.25341169524239e-05,"MDK/CRABP2/NTN1/EPHB2/CXCL12/NOTCH1/AMIGO1/IL6/SEMA4D",9
"GO:0071621","granulocyte chemotaxis","7/90","122/18805",0.0573770491803279,11.9886156648452,8.44405498360262,1.94635795045894e-06,0.000100274864409221,6.6113130381986e-05,"SAA1/THBS4/LBP/MDK/CCL22/CCL7/CSF1",7
"GO:0030509","BMP signaling pathway","8/90","176/18805",0.0454545454545455,9.49747474747475,7.85421717089833,2.02513734371821e-06,0.000102364961204171,6.74911710577787e-05,"SFRP4/SFRP1/HTRA1/KDR/CDH5/NOTCH1/NOTCH2/NEO1",8
"GO:0032943","mononuclear cell proliferation","10/90","308/18805",0.0324675324675325,6.78391053391053,7.09737474578402,2.15937943964749e-06,0.000107129213311401,7.06323333280408e-05,"GPNMB/EPO/EPHB2/TFRC/PLA2G2A/CRP/IL6/CSF1/IL12B/CR2",10
"GO:0002688","regulation of leukocyte chemotaxis","7/90","127/18805",0.0551181102362205,11.5166229221347,8.24640077312846,2.54677923893427e-06,0.000124051301474635,8.17893887642433e-05,"THBS4/LBP/MDK/CXCL12/CCL7/IL6/CSF1",7
"GO:0032944","regulation of mononuclear cell proliferation","9/90","248/18805",0.0362903225806452,7.58266129032258,7.23643933933982,2.9103599328754e-06,0.000139229540360236,9.1796691115882e-05,"GPNMB/EPO/EPHB2/TFRC/PLA2G2A/CRP/IL6/CSF1/IL12B",9
"GO:0010876","lipid localization","12/90","482/18805",0.024896265560166,5.20193637621024,6.4807633149904,3.13650613751126e-06,0.000147415788463029,9.71940406046887e-05,"SERPINA5/LBP/CRABP2/RBP4/APOF/AGT/SPP1/PLA2G2A/CRP/APOA4/IL6/APOA1",12
"GO:0071772","response to BMP","8/90","188/18805",0.0425531914893617,8.89125295508274,7.540870809086,3.31068884792997e-06,0.000150327719044142,9.91139319683583e-05,"SFRP4/SFRP1/HTRA1/KDR/CDH5/NOTCH1/NOTCH2/NEO1",8
"GO:0071773","cellular response to BMP stimulus","8/90","188/18805",0.0425531914893617,8.89125295508274,7.540870809086,3.31068884792997e-06,0.000150327719044142,9.91139319683583e-05,"SFRP4/SFRP1/HTRA1/KDR/CDH5/NOTCH1/NOTCH2/NEO1",8
"GO:0046578","regulation of Ras protein signal transduction","5/90","49/18805",0.102040816326531,21.3208616780045,9.87691935775788,3.62482830938726e-06,0.000161848584014141,0.000106709857950032,"EPO/EPHB2/NOTCH1/CSF1/NOTCH2",5
"GO:0061138","morphogenesis of a branching epithelium","8/90","191/18805",0.0418848167539267,8.75159976730657,7.46688787872934,3.72312980705585e-06,0.000162299543041472,0.000107007183836699,"HGF/MDK/SFRP1/KDR/AGT/NOTCH1/CSF1/RSPO3",8
"GO:0048678","response to axon injury","6/90","87/18805",0.0689655172413793,14.4099616858238,8.69378512718318,3.75609244814156e-06,0.000162299543041472,0.000107007183836699,"EPO/SOD2/RTN4RL1/SPP1/APOA4/NEO1",6
"GO:0046850","regulation of bone remodeling","5/90","51/18805",0.0980392156862745,20.4847494553377,9.66238678417942,4.43187961118712e-06,0.000187191515754683,0.000123418936145207,"MDK/SFRP1/TFRC/SPP1/IL6",5
"GO:0045785","positive regulation of cell adhesion","12/90","499/18805",0.0240480961923848,5.0247160988644,6.31888213986429,4.47191377689426e-06,0.000187191515754683,0.000123418936145207,"SAA1/MDK/EPO/SFRP1/KDR/TFRC/CXCL12/IL6/SERPINF2/CSF1/IL12B/APOA1",12
"GO:0050768","negative regulation of neurogenesis","7/90","139/18805",0.0503597122302158,10.5223820943245,7.81409763992385,4.64247944933565e-06,0.000191341576073388,0.000126155150056441,"NTN1/EPHB2/SPP1/NOTCH1/IL6/SIRT2/SEMA3G",7
"GO:0072574","hepatocyte proliferation","4/90","24/18805",0.166666666666667,34.8240740740741,11.498035402067,4.84439384131827e-06,0.000192362548553834,0.000126828296683104,"FGL1/MDK/IL6/NOTCH2",4
"GO:0072575","epithelial cell proliferation involved in liver morphogenesis","4/90","24/18805",0.166666666666667,34.8240740740741,11.498035402067,4.84439384131827e-06,0.000192362548553834,0.000126828296683104,"FGL1/MDK/IL6/NOTCH2",4
"GO:0046849","bone remodeling","6/90","91/18805",0.0659340659340659,13.7765567765568,8.47232628802245,4.88266267325895e-06,0.000192362548553834,0.000126828296683104,"MDK/SFRP1/TFRC/SPP1/IL6/NOTCH2",6
"GO:0032964","collagen biosynthetic process","5/90","53/18805",0.0943396226415094,19.7117400419287,9.45975248414543,5.37352399963715e-06,0.000208632910072868,0.000137555656314129,"PCOLCE/NOTCH1/IL6/SERPINF2/COL1A1",5
"GO:0060485","mesenchyme development","10/90","342/18805",0.0292397660818713,6.10948667966212,6.61288011930455,5.47067465256265e-06,0.000209370534203076,0.000138041985969927,"HGF/MDK/SFRP1/CRELD1/AGT/NOTCH1/IL6/COL1A1/SEMA3G/SEMA4D",10
"GO:0051152","positive regulation of smooth muscle cell differentiation","4/90","25/18805",0.16,33.4311111111111,11.2521496307035,5.74607789589249e-06,0.000216813277226704,0.000142949128381136,"SOD2/NOTCH1/NOTCH2/OLFM2",4
"GO:0001889","liver development","7/90","146/18805",0.047945205479452,10.0178843226788,7.58557254088623,6.42128610329235e-06,0.000238925353760003,0.000157528042124628,"HGF/FGL1/MDK/SOD2/NOTCH1/IL6/NOTCH2",7
"GO:0051961","negative regulation of nervous system development","7/90","147/18805",0.0476190476190476,9.94973544973545,7.5541878670501,6.71636712255741e-06,0.000241682473291739,0.000159345863611143,"NTN1/EPHB2/SPP1/NOTCH1/IL6/SIRT2/SEMA3G",7
"GO:0048762","mesenchymal cell differentiation","9/90","275/18805",0.0327272727272727,6.83818181818182,6.76328538792788,6.73871313126519e-06,0.000241682473291739,0.000159345863611143,"HGF/MDK/SFRP1/AGT/NOTCH1/IL6/COL1A1/SEMA3G/SEMA4D",9
"GO:0072576","liver morphogenesis","4/90","26/18805",0.153846153846154,32.1452991452991,11.0203251866147,6.76602668789864e-06,0.000241682473291739,0.000159345863611143,"FGL1/MDK/IL6/NOTCH2",4
"GO:0007159","leukocyte cell-cell adhesion","11/90","433/18805",0.0254041570438799,5.30805748011291,6.2892474055395,6.89760331004298e-06,0.000242833635206143,0.000160104846614372,"FGL1/MDK/GPNMB/EPO/TFRC/CXCL12/PLA2G2A/APOA4/IL6/IL12B/SEMA4D",11
"GO:0001763","morphogenesis of a branching structure","8/90","208/18805",0.0384615384615385,8.03632478632479,7.07632156122919,6.97954084019148e-06,0.000242833635206143,0.000160104846614372,"HGF/MDK/SFRP1/KDR/AGT/NOTCH1/CSF1/RSPO3",8
"GO:0022408","negative regulation of cell-cell adhesion","8/90","209/18805",0.0382775119617225,7.99787347155768,7.05473850043955,7.22921921840458e-06,0.000248295875462896,0.000163706205782495,"FGL1/MDK/GPNMB/CXCL12/PLA2G2A/NOTCH1/PLG/APOA1",8
"GO:0061008","hepaticobiliary system development","7/90","149/18805",0.0469798657718121,9.81618195376585,7.49231231892074,7.34042625989769e-06,0.000248924075319822,0.000164120389928159,"HGF/FGL1/MDK/SOD2/NOTCH1/IL6/NOTCH2",7
"GO:0060343","trabecula formation","4/90","27/18805",0.148148148148148,30.9547325102881,10.801252551958,7.91373208498479e-06,0.000263291649039013,0.000173593205275914,"THBS3/SFRP1/RBP4/COL1A1",4
"GO:0061387","regulation of extent of cell growth","6/90","99/18805",0.0606060606060606,12.6632996632997,8.06863419736234,7.9606657604181e-06,0.000263291649039013,0.000173593205275914,"CRABP2/NTN1/SPP1/CXCL12/SEMA3G/SEMA4D",6
"GO:0070482","response to oxygen levels","10/90","358/18805",0.0279329608938547,5.83643699565487,6.40701342914533,8.16879722600945e-06,0.000266880582542431,0.000175959457576943,"EPO/SFRP1/SOD2/TFRC/CXCL12/NOTCH1/POSTN/COL1A1/MB/SIRT2",10
"GO:0002687","positive regulation of leukocyte migration","7/90","152/18805",0.0460526315789474,9.62244152046784,7.40166059728154,8.3663554646748e-06,0.000270041762528479,0.000178043683826561,"THBS4/LBP/MDK/CXCL12/CCL7/IL6/CSF1",7
"GO:0010721","negative regulation of cell development","9/90","285/18805",0.0315789473684211,6.59824561403509,6.60397389109722,8.98098131117406e-06,0.000286429153959944,0.000188848203510653,"MDK/SFRP1/NTN1/EPHB2/SPP1/NOTCH1/IL6/SIRT2/SEMA3G",9
"GO:0042060","wound healing","11/90","450/18805",0.0244444444444444,5.10753086419753,6.11591383489188,9.90974139072027e-06,0.000310294830506459,0.000204583299184628,"SAA1/KLKB1/SERPIND1/KDR/EPHB2/IL6/SERPINF2/NOTCH2/CD109/SMOC2/PLG",11
"GO:0010718","positive regulation of epithelial to mesenchymal transition","5/90","60/18805",0.0833333333333333,17.412037037037,8.82971836510833,9.96093894123012e-06,0.000310294830506459,0.000204583299184628,"MDK/AGT/NOTCH1/IL6/COL1A1",5
"GO:0048732","gland development","11/90","451/18805",0.024390243902439,5.09620596205962,6.10599090204258,1.01180383055647e-05,0.000311565800236872,0.00020542127376573,"HGF/FGL1/MDK/SFRP1/NTN1/SOD2/NOTCH1/IL6/CSF1/NOTCH2/APOA1",11
"GO:0008037","cell recognition","7/90","158/18805",0.0443037974683544,9.2570323488045,7.22768978747467,1.07774416138993e-05,0.000328099614586776,0.000216322332872286,"LBP/FETUB/EPHB2/CRP/AMIGO1/CNTN6/NCAM2",7
"GO:0001503","ossification","11/90","458/18805",0.0240174672489083,5.01831635128578,6.03734221061652,1.16860325790552e-05,0.000351762711003245,0.000231923863603247,"THBS3/HGF/MDK/SFRP1/SMOC1/SPP1/NOTCH1/IL6/CSF1/COL1A1/SEMA4D",11
"GO:0050729","positive regulation of inflammatory response","7/90","163/18805",0.0429447852760736,8.97307430129516,7.08965043054923,1.32028420727002e-05,0.000393004599030709,0.000259115426877087,"LBP/MDK/IL1RL1/AGT/PLA2G2A/IL6/IL12B",7
"GO:0070665","positive regulation of leukocyte proliferation","7/90","168/18805",0.0416666666666667,8.70601851851852,6.95741880743798,1.60638075407809e-05,0.000472911432986287,0.00031179952635547,"EPO/EPHB2/TFRC/IL6/CSF1/IL12B/IL5RA",7
"GO:0060346","bone trabecula formation","3/90","11/18805",0.272727272727273,56.9848484848485,12.8797875290894,1.70128928703662e-05,0.000490118400464787,0.000323144408156976,"THBS3/SFRP1/COL1A1",3
"GO:0030316","osteoclast differentiation","6/90","113/18805",0.0530973451327434,11.094395280236,7.46350972117344,1.70141885939624e-05,0.000490118400464787,0.000323144408156976,"SFRP1/TFRC/CSF1/NOTCH2/CD109/IL12B",6
"GO:0010743","regulation of macrophage derived foam cell differentiation","4/90","33/18805",0.121212121212121,25.3265993265993,9.69916973505685,1.80515236090964e-05,0.000514468422859249,0.000339198842285149,"AGT/PLA2G2A/CRP/CSF1",4
"GO:0050900","leukocyte migration","10/90","395/18805",0.0253164556962025,5.28973277074543,5.97521246513092,1.91393780948544e-05,0.000539730462274895,0.000355854586627875,"SAA1/THBS4/LBP/MDK/PRTN3/CCL22/CXCL12/CCL7/IL6/CSF1",10
"GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","10/90","396/18805",0.0252525252525253,5.27637485970819,5.96430332401699,1.95588961726003e-05,0.000545815446316627,0.000359866532649379,"C1S/C9/IL1RL1/EPHB2/TFRC/C6/NOTCH1/IL6/IL12B/CR2",10
"GO:0001666","response to hypoxia","9/90","316/18805",0.0284810126582278,5.95094936708861,6.15498183004684,2.04175329394519e-05,0.00056390279118342,0.000371791864052093,"EPO/SFRP1/SOD2/TFRC/CXCL12/NOTCH1/POSTN/MB/SIRT2",9
"GO:0007265","Ras protein signal transduction","6/90","118/18805",0.0508474576271186,10.6242937853107,7.27263082966684,2.17699489634129e-05,0.000595119319112073,0.000392373516225638,"EPO/NTN1/EPHB2/NOTCH1/CSF1/NOTCH2",6
"GO:0002573","myeloid leukocyte differentiation","8/90","250/18805",0.032,6.68622222222222,6.27646069534407,2.64301270908404e-05,0.000715215257336985,0.000471555058569168,"SFRP1/PRTN3/IL1RL1/TFRC/CSF1/NOTCH2/CD109/IL12B",8
"GO:0048638","regulation of developmental growth","9/90","327/18805",0.0275229357798165,5.75076452599388,6.00981855356631,2.67211590079643e-05,0.000715859849823363,0.000471980050688043,"CRABP2/RBP4/NTN1/SPP1/CXCL12/NOTCH1/CSF1/SEMA3G/SEMA4D",9
"GO:0050772","positive regulation of axonogenesis","5/90","74/18805",0.0675675675675676,14.1178678678679,7.84061429902877,2.78734659841504e-05,0.000732579133315674,0.000483003393137149,"CRABP2/NTN1/CXCL12/AMIGO1/SEMA4D",5
"GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","9/90","329/18805",0.027355623100304,5.71580547112462,5.9841340618089,2.80288135336541e-05,0.000732579133315674,0.000483003393137149,"SFRP4/SFRP1/HTRA1/KDR/CDH5/NOTCH1/NOTCH2/CD109/NEO1",9
"GO:0036293","response to decreased oxygen levels","9/90","330/18805",0.0272727272727273,5.69848484848485,5.97137076227568,2.87027691000529e-05,0.000732579133315674,0.000483003393137149,"EPO/SFRP1/SOD2/TFRC/CXCL12/NOTCH1/POSTN/MB/SIRT2",9
